nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.011506505622432559	5.398184830968402e-06	8.937964716143973e-05	0.011485470729391385	4.905797712395632e-06	5.6110950285690005e-05	0.0006442404972202843	0.011485470729391385	4.905797712395632e-06	5.6110950285690005e-05	0.0006442404972202843	0.007422944178432735
1	0.03197416853989478	1.8977812581081566	0.15625958640512783	0.03148374700777345	1.9010675224465914	0.16037814913303305	-0.08370593969831254	0.025815219230495033	1.8642211074758956	0.11735903907394452	-0.08533460736549436	0.03611052543514859
2	0.03875748897393311	3.2354390200899834	0.49913410283096127	0.03875748897393311	3.2354390200899834	0.49913410283096127	-0.17035342728949843	0.03875748897393311	3.2354390200899834	0.49913410283096127	-0.17035342728949843	-0.1205107867803008
3	0.048786315231115096	4.284591775292064	0.8743126389929969	0.048786315231115096	4.284591775292064	0.8743126389929969	-0.12554405597700224	0.048786315231115096	4.284591775292064	0.8743126389929969	-0.12554405597700224	-0.24469371638087978
4	0.05564802515921872	5.111655527574682	1.1803408515307083	0.05564802515921872	5.111655527574682	1.1803408515307083	-0.05146374731640435	0.05564802515921872	5.111655527574682	1.1803408515307083	-0.05146374731640435	-0.2900781901953451
5	0.05963396327243408	5.779242966684144	1.4128040267976658	0.05963396327243408	5.779242966684144	1.4128040267976658	0.0017626163568138509	0.05963396327243408	5.779242966684144	1.4128040267976658	0.0017626163568138509	-0.3163585283255088
6	0.06123082059493656	6.328616057620483	1.5824027771784657	0.06123082059493656	6.328616057620483	1.5824027771784657	0.02184181239999816	0.06123082059493656	6.328616057620483	1.5824027771784657	0.02184181239999816	-0.3533069379700464
7	0.06095670562340832	6.788066435020682	1.702049132014615	0.06095670562340832	6.788066435020682	1.702049132014615	0.012114215937003792	0.06095670562340832	6.788066435020682	1.702049132014615	0.012114215937003792	-0.40370298380366876
8	0.05928854383425038	7.1776232221028335	1.7831918772473117	0.05928854383425038	7.1776232221028335	1.7831918772473117	-0.019663789930064013	0.05928854383425038	7.1776232221028335	1.7831918772473117	-0.019663789930064013	-0.4602812577832083
9	0.05663451580426266	7.511847849279158	1.835071241786821	0.05663451580426266	7.511847849279158	1.835071241786821	-0.06578371042746767	0.05663451580426266	7.511847849279158	1.835071241786821	-0.06578371042746767	-0.5148862606147304
10	0.05332841284772564	7.801568176471821	1.8648688438057164	0.05332841284772564	7.801568176471821	1.8648688438057164	-0.11998903619996781	0.05332841284772564	7.801568176471821	1.8648688438057164	-0.11998903619996781	-0.5616165106039261
11	0.049634169286586594	8.05499418948286	1.8780772703441784	0.049634169286586594	8.05499418948286	1.8780772703441784	-0.1776633567137651	0.049634169286586594	8.05499418948286	1.8780772703441784	-0.1776633567137651	-0.5972179847085499
12	0.045754570450367	8.278457967487219	1.8788709348593784	0.045754570450367	8.278457967487219	1.8788709348593784	-0.23560478524700557	0.045754570450367	8.278457967487219	1.8788709348593784	-0.23560478524700557	-0.6205442177415534
13	0.04184109994724425	8.47691738138749	1.87041751637274	0.04184109994724425	8.47691738138749	1.87041751637274	-0.2917086536695024	0.04184109994724425	8.47691738138749	1.87041751637274	-0.2917086536695024	-0.6318589104666898
14	0.038003446616037974	8.654306806039362	1.8551225874583253	0.038003446616037974	8.654306806039362	1.8551225874583253	-0.3446745994160665	0.038003446616037974	8.654306806039362	1.8551225874583253	-0.3446745994160665	-0.6322478430593037
15	0.03431801463178819	8.813786232934934	1.8348162213546289	0.03431801463178819	8.813786232934934	1.8348162213546289	-0.39377048636310974	0.03431801463178819	8.813786232934934	1.8348162213546289	-0.39377048636310974	-0.6231959905708209
16	0.030835212052233236	8.957921393713574	1.8108935283374166	0.030835212052233236	8.957921393713574	1.8108935283374166	-0.43865403760628396	0.030835212052233236	8.957921393713574	1.8108935283374166	-0.43865403760628396	-0.606311527750222
17	0.027585513081329685	9.088816103725206	1.7844200099921466	0.027585513081329685	9.088816103725206	1.7844200099921466	-0.47924296857058835	0.027585513081329685	9.088816103725206	1.7844200099921466	-0.47924296857058835	-0.5831602148973616
18	0.024584393921140393	9.208210922565387	1.7562105217926813	0.024584393921140393	9.208210922565387	1.7562105217926813	-0.5156227097602368	0.024584393921140393	9.208210922565387	1.7562105217926813	-0.5156227097602368	-0.5551756890781689
19	0.021836284174436414	9.317557684974314	1.7268885850641027	0.021836284174436414	9.317557684974314	1.7268885850641027	-0.5479820388934513	0.021836284174436414	9.317557684974314	1.7268885850641027	-0.5479820388934513	-0.5236188005073927
20	0.01933768474965125	9.418076490894201	1.6969310951802328	0.01933768474965125	9.418076490894201	1.6969310951802328	-0.5765689075672071	0.01933768474965125	9.418076490894201	1.6969310951802328	-0.5765689075672071	-0.48956689477927284
21	0.017079595543509508	9.510799771948612	1.6667021633460308	0.017079595543509508	9.510799771948612	1.6667021633460308	-0.6016606319519724	0.017079595543509508	9.510799771948612	1.6667021633460308	-0.6016606319519724	-0.4539202133018989
22	0.015049380984279968	9.596606717656577	1.6364788486068704	0.015049380984279968	9.596606717656577	1.6364788486068704	-0.6235441723954409	0.015049380984279968	9.596606717656577	1.6364788486068704	-0.6235441723954409	-0.4174171631311765
23	0.013232183816890066	9.676250427780118	1.6064708132336278	0.013232183816890066	9.676250427780118	1.6064708132336278	-0.6425034256078561	0.013232183816890066	9.676250427780118	1.6064708132336278	-0.6425034256078561	-0.3806533616880188
24	0.011611979939799738	9.750379517734853	1.5768354043302963	0.011611979939799738	9.750379517734853	1.5768354043302963	-0.658811343346315	0.011611979939799738	9.750379517734853	1.5768354043302963	-0.658811343346315	-0.3441014539275784
