nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.04054793308574752	6.082424437710351e-05	0.0006913700330908378	0.04039132500745106	6.154985014217296e-05	0.0005308731097402026	0.004600417151122018	0.04039132500745106	6.154985014217296e-05	0.0005308731097402026	0.004600417151122018	0.04003298655098831
1	0.0960792851967087	1.5912664282513205	0.32695241057121577	0.05822003079875879	1.7007489208205098	0.41744880147873326	-0.16718632996232832	0.06272031079177387	1.70128564398174	0.20968269899697	-0.08302477864677904	-0.04480059641648637
2	0.07297383851942586	2.8194377402960757	0.5621294986102336	0.07297383851942586	2.8194377402960757	0.5621294986102336	-0.06883913455457957	0.07297383851942586	2.8194377402960757	0.5621294986102336	-0.06883913455457957	-0.112716549728475
3	0.07604800292856988	3.615625109113825	0.8221184264313521	0.07604800292856988	3.615625109113825	0.8221184264313521	0.004262696343189987	0.07604800292856988	3.615625109113825	0.8221184264313521	0.004262696343189987	-0.11811315360591834
4	0.07492430979280988	4.215785137276742	0.9897221733182562	0.07492430979280988	4.215785137276742	0.9897221733182562	0.050508137866870584	0.07492430979280988	4.215785137276742	0.9897221733182562	0.050508137866870584	-0.12509755973132997
5	0.07140890561089609	4.68714318351229	1.0919925814199374	0.07140890561089609	4.68714318351229	1.0919925814199374	0.06297104371751061	0.07140890561089609	4.68714318351229	1.0919925814199374	0.06297104371751061	-0.14560635264297161
6	0.06661014339174659	5.068828010141592	1.151105832784232	0.06661014339174659	5.068828010141592	1.151105832784232	0.05308403850489185	0.06661014339174659	5.068828010141592	1.151105832784232	0.05308403850489185	-0.16933982121736335
7	0.061214662455766566	5.385262407961197	1.182105396662962	0.061214662455766566	5.385262407961197	1.182105396662962	0.031532396918635186	0.061214662455766566	5.385262407961197	1.182105396662962	0.031532396918635186	-0.18929825625491503
8	0.05564859063304382	5.652555427448753	1.194809969911237	0.05564859063304382	5.652555427448753	1.194809969911237	0.005190511773832895	0.05564859063304382	5.652555427448753	1.194809969911237	0.005190511773832895	-0.20380639400718792
9	0.05017386063099024	5.881807477271017	1.195608686978062	0.05017386063099024	5.881807477271017	1.195608686978062	-0.022130806002110148	0.05017386063099024	5.881807477271017	1.195608686978062	-0.022130806002110148	-0.21376852405865066
