nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.012022449824196918	1.0014106733088763e-05	0.00013990686977451906	0.011991664233144506	1.0021012351368874e-05	0.00011640440311254097	0.0013557188927388224	0.011991664233144506	1.0021012351368874e-05	0.00011640440311254097	0.0013557188927388224	0.015827828412737388
1	0.02692402692720982	1.9663846785632304	0.11195408259068497	0.026036210994043265	1.9806927603794875	0.1274080864226744	-0.05653599660121728	0.025737299986400997	1.926281936009411	0.06831888379130513	-0.05790389560166709	0.04337219233222811
2	0.03762459729719653	3.3465686544590065	0.4209888676489708	0.03762459729719653	3.3465686544590065	0.4209888676489708	-0.14306032850227268	0.04489821172896786	3.496540975407378	0.5776660480087167	-0.13442110094260182	-0.07989603017335951
3	0.046627420395729466	4.435165050054808	0.7694334465732808	0.046627420395729466	4.435165050054808	0.7694334465732808	-0.09600710039137539	0.046627420395729466	4.435165050054808	0.7694334465732808	-0.09600710039137539	-0.18958296672099095
4	0.052732984752553815	5.293931123405253	1.0478576569750118	0.052732984752553815	5.293931123405253	1.0478576569750118	-0.022530058069833103	0.052732984752553815	5.293931123405253	1.0478576569750118	-0.022530058069833103	-0.21628775257613597
5	0.0563012952153866	5.98684814780072	1.2525749701537237	0.0563012952153866	5.98684814780072	1.2525749701537237	0.029341961697639363	0.0563012952153866	5.98684814780072	1.2525749701537237	0.029341961697639363	-0.22583390202089504
6	0.057796650494851984	6.556334537079227	1.3957081219158738	0.057796650494851984	6.556334537079227	1.3957081219158738	0.05095611437275238	0.057796650494851984	6.556334537079227	1.3957081219158738	0.05095611437275238	-0.24181770727227558
7	0.05767554900346053	7.031681875397409	1.491278809476455	0.05767554900346053	7.031681875397409	1.491278809476455	0.04763788552736514	0.05767554900346053	7.031681875397409	1.491278809476455	0.04763788552736514	-0.2656822735152673
8	0.056343113448439494	7.433766152199865	1.551349462153695	0.056343113448439494	7.433766152199865	1.551349462153695	0.02732257532352378	0.056343113448439494	7.433766152199865	1.551349462153695	0.02732257532352378	-0.2932860815672029
9	0.0541401886567715	7.777847539363946	1.5853611204256381	0.0541401886567715	7.777847539363946	1.5853611204256381	-0.0031874967372687024	0.0541401886567715	7.777847539363946	1.5853611204256381	-0.0031874967372687024	-0.32098286860855296
10	0.051344028325801774	8.075318099588388	1.6004194673741239	0.051344028325801774	8.075318099588388	1.6004194673741239	-0.03895669964981607	0.051344028325801774	8.075318099588388	1.6004194673741239	-0.03895669964981607	-0.3466252029174939
11	0.04817459889689484	8.334836158811157	1.601781964363525	0.04817459889689484	8.334836158811157	1.601781964363525	-0.07668804385571093	0.04817459889689484	8.334836158811157	1.601781964363525	-0.07668804385571093	-0.36917567527416395
12	0.04480273019915428	8.563086080847938	1.5933123169996293	0.04480273019915428	8.563086080847938	1.5933123169996293	-0.1142984538764722	0.04480273019915428	8.563086080847938	1.5933123169996293	-0.1142984538764722	-0.38822157793765655
13	0.041358354648451355	8.765300459768824	1.5778452143393764	0.041358354648451355	8.765300459768824	1.5778452143393764	-0.15053877689911133	0.041358354648451355	8.765300459768824	1.5778452143393764	-0.15053877689911133	-0.4036651057031122
14	0.03793806369688813	8.945626899151208	1.5574620161094401	0.03793806369688813	8.945626899151208	1.5574620161094401	-0.18470958772513768	0.03793806369688813	8.945626899151208	1.5574620161094401	-0.18470958772513768	-0.4155653322522994
15	0.034611697671120864	9.107390478168904	1.5336936283558913	0.034611697671120864	9.107390478168904	1.5336936283558913	-0.21646412586892438	0.034611697671120864	9.107390478168904	1.5336936283558913	-0.21646412586892438	-0.42406617845699657
16	0.031427922276218476	9.25328465891477	1.5076681050147585	0.031427922276218476	9.25328465891477	1.5076681050147585	-0.2456767349956408	0.031427922276218476	9.25328465891477	1.5076681050147585	-0.2456767349956408	-0.42936390476097586
17	0.028418854695833422	9.385512172393598	1.4802176672265972	0.028418854695833422	9.385512172393598	1.4802176672265972	-0.27235684406718974	0.028418854695833422	9.385512172393598	1.4802176672265972	-0.27235684406718974	-0.4316899672776344
18	0.02560384676493372	9.505890357105415	1.4519563717280732	0.02560384676493372	9.505890357105415	1.4519563717280732	-0.296593439850767	0.02560384676493372	9.505890357105415	1.4519563717280732	-0.296593439850767	-0.431299024814507
19	0.022992544455081317	9.615930862829762	1.4233366687446676	0.022992544455081317	9.615930862829762	1.4233366687446676	-0.3185195687956366	0.022992544455081317	9.615930862829762	1.4233366687446676	-0.3185195687956366	-0.42845873465557816
20	0.020587338829595903	9.716900622129772	1.3946907804878634	0.020587338829595903	9.716900622129772	1.3946907804878634	-0.3382898719548848	0.020587338829595903	9.716900622129772	1.3946907804878634	-0.3382898719548848	-0.4234407202748116
21	0.018385312573392213	9.80986896772064	1.366261135042123	0.018385312573392213	9.80986896772064	1.366261135042123	-0.3560665619122574	0.018385312573392213	9.80986896772064	1.366261135042123	-0.3560665619122574	-0.4165128909808118
22	0.016379772774934586	9.895744389461463	1.3382228737270054	0.016379772774934586	9.895744389461463	1.3382228737270054	-0.3720108543891456	0.016379772774934586	9.895744389461463	1.3382228737270054	-0.3720108543891456	-0.4079333341724123
23	0.014561447139440404	9.975303463786151	1.3107005867199746	0.014561447139440404	9.975303463786151	1.3107005867199746	-0.38627791582803184	0.014561447139440404	9.975303463786151	1.3107005867199746	-0.38627791582803184	-0.3979458278045058
24	0.012919408321327172	10.04921381234519	1.283780821381825	0.012919408321327172	10.04921381234519	1.283780821381825	-0.39901406814510665	0.012919408321327172	10.04921381234519	1.283780821381825	-0.39901406814510665	-0.3867768581112614
25	0.011441780009121242	10.11805246516488	1.2575214759591518	0.011441780009121242	10.11805246516488	1.2575214759591518	-0.4103554316948248	0.011441780009121242	10.11805246516488	1.2575214759591518	-0.4103554316948248	-0.37463392514473526
26	0.010116268871633636	10.182320656868468	1.2319588849427419	0.010116268871633636	10.182320656868468	1.2319588849427419	-0.4204274727212578	0.010116268871633636	10.182320656868468	1.2319588849427419	-0.4204274727212578	-0.3617048795131268
27	0.00893055840958688	10.24245583214916	1.2071131839064435	0.00893055840958688	10.24245583214916	1.2071131839064435	-0.4293451069643197	0.00893055840958688	10.24245583214916	1.2071131839064435	-0.4293451069643197	-0.34815803925448563
28	0.007872594008904091	10.29884145124947	1.1829923850401372	0.007872594008904091	10.29884145124947	1.1829923850401372	-0.4372131324939801	0.007872594008904091	10.29884145124947	1.1829923850401372	-0.4372131324939801	-0.33414286068000365
29	0.006930782893509918	10.351815048697983	1.159595481628017	0.006930782893509918	10.351815048697983	1.159595481628017	-0.44412684431245	0.006930782893509918	10.351815048697983	1.159595481628017	-0.44412684431245	-0.3197909796872409
30	0.006094128060626422	10.401674895719285	1.1369148177454065	0.006094128060626422	10.401674895719285	1.1369148177454065	-0.45017273594748985	0.006094128060626422	10.401674895719285	1.1369148177454065	-0.45017273594748985	-0.3052174750919221
31	0.005352311496718116	10.448685539201065	1.1149378995730927	0.005352311496718116	10.448685539201065	1.1149378995730927	-0.4554292277903187	0.005352311496718116	10.448685539201065	1.1149378995730927	-0.4554292277903187	-0.29052224531187676
32	0.004695738881348202	10.493082431198332	1.0936487807370696	0.004695738881348202	10.493082431198332	1.0936487807370696	-0.45996738508256385	0.004695738881348202	10.493082431198332	1.0936487807370696	-0.45996738508256385	-0.27579141651222017
33	0.004115555471496276	10.535075817874855	1.0730291215606798	0.004115555471496276	10.535075817874855	1.0730291215606798	-0.463851603412877	0.004115555471496276	10.535075817874855	1.0730291215606798	-0.463851603412877	-0.2610987277003005
34	0.003603640820099026	10.57485402204101	1.0530589979394165	0.003603640820099026	10.57485402204101	1.0530589979394165	-0.4671402496596784	0.003603640820099026	10.57485402204101	1.0530589979394165	-0.4671402496596784	-0.24650685663800687
35	0.0031525883352723017	10.61258622649516	1.0337175174775552	0.0031525883352723017	10.61258622649516	1.0337175174775552	-0.46988625274707374	0.0031525883352723017	10.61258622649516	1.0337175174775552	-0.46988625274707374	-0.2320686618477339
36	0.0027556743602908606	10.648424844332444	1.0149832869423108	0.0027556743602908606	10.648424844332444	1.0149832869423108	-0.4721376426291499	0.0027556743602908606	10.648424844332444	1.0149832869423108	-0.4721376426291499	-0.2178283314424334
37	0.0024068203902980942	10.682507545854376	0.9968347648404858	0.0024068203902980942	10.682507545854376	0.9968347648404858	-0.47393803858631145	0.0024068203902980942	10.682507545854376	0.9968347648404858	-0.47393803858631145	-0.20382243096537422
38	0.002100551191369073	10.714958998651209	0.979250525137715	0.002100551191369073	10.714958998651209	0.979250525137715	-0.47532708932112655	0.002100551191369073	10.714958998651209	0.979250525137715	-0.47532708932112655	-0.19008085245150141
39	0.0018319509109403832	10.74589236704952	0.962209452216257	0.0018319509109403832	10.74589236704952	0.962209452216257	-0.47634086822199606	0.0018319509109403832	10.74589236704952	0.962209452216257	-0.47634086822199606	-0.17662766695138998
40	0.001596618732846953	10.775410608825958	0.9456908826300037	0.001596618732846953	10.775410608825958	0.9456908826300037	-0.4770122275240283	0.001596618732846953	10.775410608825958	0.9456908826300037	-0.4770122275240283	-0.16348188580013812
41	0.0013906252082796552	10.803607600428222	0.9296747057324808	0.0013906252082796552	10.803607600428222	0.9296747057324808	-0.47737111513470154	0.0013906252082796552	10.803607600428222	0.9296747057324808	-0.47737111513470154	-0.15065813835826702
42	0.0012104700638108645	10.830569116570498	0.9141414325702186	0.0012104700638108645	10.830569116570498	0.9141414325702186	-0.4774448578850752	0.0012104700638108645	10.830569116570498	0.9141414325702186	-0.4774448578850752	-0.13816727079392876
43	0.0010530420311914966	10.856373685711194	0.8990722403566593	0.0010530420311914966	10.856373685711194	0.8990722403566593	-0.47725841461942764	0.0010530420311914966	10.856373685711194	0.8990722403566593	-0.47725841461942764	-0.1260168762964895
44	0.00091558104620617	10.881093339370521	0.8844489982342196	0.00091558104620617	10.881093339370521	0.8844489982342196	-0.4768346024529819	0.00091558104620617	10.881093339370521	0.8844489982342196	-0.4768346024529819	-0.1142117599665653
